timestamp,Temperature,Humidity,PM2.5
2019-01-03 09,8.35,99.2,491.5
2019-01-03 10,13.6,83.72,499.75
2019-01-03 11,16.17,65.95,476.25
2019-01-03 12,18.5,54.3,472.0
2019-01-03 13,19.7,45.65,448.0
2019-01-03 14,19.93,44.2,270.25
2019-01-03 15,20.48,42.0,241.25
2019-01-03 16,19.78,41.95,238.5
2019-01-03 17,18.65,48.08,181.0
2019-01-03 18,17.03,61.03,224.25
2019-01-03 19,15.95,67.3,351.5
2019-01-03 20,15.17,69.35,558.0
2019-01-03 21,14.38,77.2,575.5
2019-01-03 22,13.75,82.63,451.0
2019-01-03 23,13.05,85.7,481.5
2019-01-04 00,12.23,89.23,448.5
2019-01-04 01,11.83,92.07,368.5
2019-01-04 02,11.65,93.55,326.0
2019-01-04 03,10.62,95.67,312.0
2019-01-04 04,9.38,97.7,291.5
2019-01-04 05,9.3,98.97,228.5
2019-01-04 06,9.25,98.9,184.0
2019-01-04 07,9.13,98.5,171.5
2019-01-04 08,9.27,98.4,184.0
2019-01-04 09,10.4,92.7,204.5
2019-01-04 10,12.3,81.65,234.5
2019-01-04 11,14.4,71.0,288.5
2019-01-04 12,16.25,63.05,333.5
2019-01-04 13,17.72,54.75,314.5
2019-01-04 14,18.3,52.12,274.0
2019-01-04 15,18.13,48.5,223.0
2019-01-04 16,16.65,52.55,178.0
2019-01-04 17,16.5,57.4,177.5
2019-01-04 18,14.55,72.75,231.0
2019-01-04 19,12.53,85.27,251.0
2019-01-04 20,11.62,89.33,239.5
2019-01-04 21,10.9,93.67,267.0
2019-01-04 22,10.32,95.52,278.0
2019-01-04 23,9.7,95.62,325.0
2019-01-05 00,8.42,99.2,388.5
2019-01-05 01,8.3,99.2,412.5
2019-01-05 02,8.58,99.2,399.5
2019-01-05 03,9.05,99.2,378.0
2019-01-05 04,8.6,99.2,355.0
2019-01-05 05,8.12,99.2,323.0
2019-01-05 06,8.78,99.2,280.5
2019-01-05 07,8.4,99.2,233.0
2019-01-05 08,8.23,99.2,214.5
2019-01-05 09,10.6,98.0,203.5
2019-01-05 10,13.53,82.37,206.0
2019-01-05 11,16.4,58.22,222.0
2019-01-05 12,18.65,41.12,190.0
2019-01-05 13,19.5,36.03,134.0
2019-01-05 14,19.8,36.65,103.5
2019-01-05 15,19.75,40.68,100.0
2019-01-05 16,19.2,42.53,103.0
2019-01-05 17,18.22,48.48,108.5
2019-01-05 18,14.9,66.15,113.0
2019-01-05 19,13.4,73.58,125.5
2019-01-05 20,12.4,80.42,143.0
2019-01-05 21,11.58,84.95,163.5
2019-01-05 22,11.5,85.25,204.5
2019-01-05 23,11.12,87.15,235.0
2019-01-06 00,12.63,77.7,238.0
2019-01-06 01,13.0,77.48,229.5
2019-01-06 02,12.27,81.95,235.0
2019-01-06 03,12.1,84.73,243.5
2019-01-06 04,13.45,77.1,242.0
2019-01-06 05,13.2,80.2,240.5
2019-01-06 06,13.3,79.8,188.5
2019-01-06 07,12.92,81.45,121.0
2019-01-06 08,11.93,94.65,93.0
2019-01-06 09,12.02,95.53,106.0
2019-01-06 10,12.25,97.85,136.0
2019-01-06 11,14.47,84.8,148.0
2019-01-06 12,16.57,70.9,141.5
2019-01-06 13,17.82,61.57,129.5
2019-01-06 14,18.6,57.55,124.0
2019-01-06 15,18.8,57.15,134.5
2019-01-06 16,18.72,57.05,145.5
2019-01-06 17,17.55,64.6,135.5
2019-01-06 18,15.7,77.12,160.0
2019-01-06 19,15.73,74.8,187.5
2019-01-06 20,15.12,78.75,207.5
2019-01-06 21,14.88,80.38,249.5
2019-01-06 22,14.0,84.88,235.5
2019-01-06 23,12.02,94.17,204.0
2019-01-07 00,10.78,98.48,203.0
2019-01-07 01,10.5,99.2,192.5
2019-01-07 02,10.38,99.2,176.0
2019-01-07 03,10.85,99.15,163.5
2019-01-07 04,10.57,99.2,171.0
2019-01-07 05,8.82,99.2,178.5
2019-01-07 06,8.62,99.2,172.0
2019-01-07 07,8.6,99.2,174.5
2019-01-07 08,10.55,99.18,223.5
2019-01-07 09,12.2,91.58,279.0
2019-01-07 10,13.77,81.08,262.5
2019-01-07 11,15.87,71.3,266.5
2019-01-07 12,17.23,66.53,340.5
2019-01-07 13,18.85,57.0,332.5
2019-01-07 14,19.98,53.1,240.0
2019-01-07 15,19.95,51.5,175.0
2019-01-07 16,19.22,51.92,136.0
2019-01-07 17,18.3,55.53,115.5
2019-01-07 18,16.07,68.33,163.5
2019-01-07 19,12.38,90.8,214.0
2019-01-07 20,10.97,96.83,192.5
2019-01-07 21,11.05,96.97,216.0
2019-01-07 22,13.8,81.42,280.5
2019-01-07 23,13.05,85.08,269.5
2019-01-08 00,12.7,86.38,202.5
2019-01-08 01,12.25,88.08,162.0
2019-01-08 02,12.0,89.07,160.0
2019-01-08 03,11.57,89.65,157.0
2019-01-08 04,9.03,97.25,142.5
2019-01-08 05,9.72,96.9,158.0
2019-01-08 06,10.32,96.7,192.0
2019-01-08 07,9.97,97.12,207.0
2019-01-08 08,11.57,89.33,216.5
2019-01-08 09,12.6,83.7,227.5
2019-01-08 10,14.15,75.7,222.0
2019-01-08 11,15.8,68.25,219.5
2019-01-08 12,17.62,60.4,218.0
2019-01-08 13,19.45,50.3,180.0
2019-01-08 14,20.02,47.12,137.0
2019-01-08 15,20.27,44.65,117.5
2019-01-08 16,19.43,44.7,101.5
2019-01-08 17,18.12,51.48,91.5
2019-01-08 18,16.88,58.12,113.5
2019-01-08 19,15.82,66.35,188.5
2019-01-08 20,15.12,70.4,275.5
2019-01-08 21,14.73,69.88,297.0
2019-01-08 22,14.18,73.47,285.5
2019-01-08 23,13.52,78.22,278.5
2019-01-09 00,13.07,80.62,248.0
2019-01-09 01,12.62,82.6,205.5
2019-01-09 02,12.38,81.88,181.5
2019-01-09 03,11.95,81.42,177.5
2019-01-09 04,11.78,79.85,166.0
2019-01-09 05,11.65,78.3,152.5
2019-01-09 06,11.27,78.9,140.5
2019-01-09 07,10.55,83.15,155.5
2019-01-09 08,10.35,83.28,195.5
2019-01-09 09,11.75,74.92,235.5
2019-01-09 10,13.95,62.42,219.0
2019-01-09 11,15.9,54.6,164.0
2019-01-09 12,18.35,45.42,128.0
2019-01-09 13,20.25,39.48,91.0
2019-01-09 14,20.75,36.77,74.0
2019-01-09 15,20.93,35.62,68.0
2019-01-09 16,20.27,36.85,62.5
2019-01-09 17,19.12,40.4,60.5
2019-01-09 18,17.6,47.08,79.0
2019-01-09 19,16.48,54.08,152.5
2019-01-09 20,15.68,58.53,252.0
2019-01-09 21,14.88,62.12,300.5
2019-01-09 22,14.15,65.1,318.0
2019-01-09 23,10.15,83.62,352.5
2019-01-10 00,7.88,95.45,313.5
2019-01-10 01,10.0,86.77,218.0
2019-01-10 02,8.47,90.1,185.0
2019-01-10 03,6.48,98.0,176.0
2019-01-10 04,5.93,99.18,169.0
2019-01-10 05,5.65,99.2,167.0
2019-01-10 06,7.6,94.12,165.5
2019-01-10 07,9.5,85.05,173.5
2019-01-10 08,9.75,84.08,224.0
2019-01-10 09,12.03,73.55,278.5
2019-01-10 10,14.07,63.33,268.5
2019-01-10 11,16.23,55.3,235.5
2019-01-10 12,18.57,47.83,197.0
2019-01-10 13,20.75,41.47,155.5
2019-01-10 14,21.25,37.9,131.5
2019-01-10 15,21.45,33.1,98.0
2019-01-10 16,20.62,33.35,65.5
2019-01-10 17,19.52,36.08,59.0
2019-01-10 18,16.62,50.88,82.5
2019-01-10 19,12.35,75.55,101.0
2019-01-10 20,10.65,83.67,115.5
2019-01-10 21,9.18,90.17,161.5
2019-01-10 22,8.28,94.62,193.5
2019-01-10 23,7.47,96.82,202.0
2019-01-11 00,6.93,98.2,219.5
2019-01-11 01,6.15,99.15,238.5
2019-01-11 02,5.62,99.2,278.0
2019-01-11 03,5.38,99.2,325.0
2019-01-11 04,5.15,99.2,328.5
2019-01-11 05,4.83,99.2,304.0
2019-01-11 06,4.58,99.2,274.5
2019-01-11 07,4.58,99.2,258.5
2019-01-11 08,5.1,99.2,266.5
2019-01-11 09,8.57,98.58,290.5
2019-01-11 10,14.2,78.58,295.5
2019-01-11 11,17.35,59.7,298.5
2019-01-11 12,20.45,37.25,246.5
2019-01-11 13,21.27,32.4,144.0
2019-01-11 14,21.0,33.23,120.5
2019-01-11 15,20.65,36.85,149.5
2019-01-11 16,19.75,41.58,206.5
2019-01-11 17,18.6,42.62,208.0
2019-01-11 18,15.27,65.05,178.0
2019-01-11 19,12.47,81.58,181.5
2019-01-11 20,10.97,86.15,198.0
2019-01-11 21,9.78,91.33,227.5
2019-01-11 22,9.07,94.72,245.5
2019-01-11 23,8.5,96.72,268.5
2019-01-12 00,8.05,98.22,264.5
2019-01-12 01,8.33,97.67,256.5
2019-01-12 02,8.38,98.43,267.5
2019-01-12 03,8.53,98.62,286.0
2019-01-12 04,7.85,99.15,310.0
2019-01-12 05,7.38,99.2,343.0
2019-01-12 06,7.47,99.2,360.0
2019-01-12 07,7.15,99.2,338.0
2019-01-12 08,7.12,99.2,318.0
2019-01-12 09,9.7,97.0,325.0
2019-01-12 10,14.38,79.7,342.5
2019-01-12 11,18.23,57.27,380.0
2019-01-12 12,20.1,45.35,317.0
2019-01-12 13,20.48,42.9,236.5
2019-01-12 14,20.57,43.7,259.0
2019-01-12 15,20.93,35.95,212.0
2019-01-12 16,20.77,37.28,148.0
2019-01-12 17,19.53,41.2,148.0
2019-01-12 18,17.6,46.78,145.5
2019-01-12 19,16.0,60.08,170.0
2019-01-12 20,12.85,80.12,184.0
2019-01-12 21,10.85,89.15,177.0
2019-01-12 22,9.88,93.5,208.5
2019-01-12 23,9.2,95.3,245.0
2019-01-13 00,8.68,97.35,252.0
2019-01-13 01,9.18,97.98,247.5
2019-01-13 02,9.57,95.5,253.0
2019-01-13 03,9.53,96.52,270.0
2019-01-13 04,10.3,94.97,296.5
2019-01-13 05,13.35,83.88,295.0
2019-01-13 06,12.8,86.15,253.0
2019-01-13 07,12.38,88.22,248.5
2019-01-13 08,12.15,89.93,278.0
2019-01-13 09,13.52,84.5,279.5
2019-01-13 10,15.95,71.95,267.5
2019-01-13 11,18.7,56.65,242.5
2019-01-13 12,20.73,51.3,213.0
2019-01-13 13,22.7,44.7,199.0
2019-01-13 14,22.62,41.25,194.5
2019-01-13 15,22.95,41.95,211.0
2019-01-13 16,21.95,46.1,239.5
2019-01-13 17,20.65,50.68,245.0
2019-01-13 18,18.6,63.22,267.0
2019-01-13 19,17.55,69.62,331.0
2019-01-13 20,16.93,72.32,387.0
2019-01-13 21,16.05,71.03,329.0
2019-01-13 22,15.72,70.75,254.5
2019-01-13 23,15.0,73.25,226.0
2019-01-14 00,14.22,75.22,170.0
2019-01-14 01,13.58,77.33,123.5
2019-01-14 02,12.73,79.82,106.0
2019-01-14 03,12.15,77.1,103.5
2019-01-14 04,11.57,71.0,97.0
2019-01-14 05,10.97,68.62,82.5
2019-01-14 06,10.4,69.52,73.5
2019-01-14 07,10.12,70.62,95.5
2019-01-14 08,10.25,67.08,144.0
2019-01-14 09,11.52,56.33,157.5
2019-01-14 10,12.97,48.72,123.0
2019-01-14 11,14.97,40.98,94.0
2019-01-14 12,17.42,31.6,77.0
2019-01-14 13,19.15,26.23,60.0
2019-01-14 14,19.52,28.25,51.5
2019-01-14 15,19.95,28.27,49.5
2019-01-14 16,19.07,31.53,53.0
2019-01-14 17,17.83,35.52,57.5
2019-01-14 18,16.38,37.52,58.0
2019-01-14 19,15.2,45.38,97.0
2019-01-14 20,14.38,49.77,153.0
2019-01-14 21,13.68,53.3,171.0
2019-01-14 22,12.97,55.28,157.5
2019-01-14 23,12.15,58.12,142.0
2019-01-15 00,11.98,58.12,121.5
2019-01-15 01,11.32,60.48,98.5
2019-01-15 02,11.32,59.78,95.0
2019-01-15 03,10.25,64.62,95.5
2019-01-15 04,9.62,67.67,101.5
2019-01-15 05,9.07,72.08,115.0
2019-01-15 06,8.7,73.83,137.5
2019-01-15 07,8.8,72.65,161.0
2019-01-15 08,9.03,70.78,185.5
2019-01-15 09,10.18,64.53,206.0
2019-01-15 10,11.5,57.53,200.0
2019-01-15 11,12.9,53.2,193.0
2019-01-15 12,15.3,45.12,180.0
2019-01-15 13,17.48,37.55,136.0
2019-01-15 14,18.35,33.95,96.0
2019-01-15 15,18.2,33.05,79.5
2019-01-15 16,18.08,33.65,77.5
2019-01-15 17,17.07,41.92,90.5
2019-01-15 18,15.55,47.12,121.0
2019-01-15 19,14.2,55.55,190.5
2019-01-15 20,10.15,77.93,248.5
2019-01-15 21,8.43,88.0,243.0
2019-01-15 22,7.53,93.08,245.0
2019-01-15 23,6.97,95.5,264.5
2019-01-16 00,6.2,97.58,256.5
2019-01-16 01,5.58,99.12,234.5
2019-01-16 02,5.17,99.2,225.5
2019-01-16 03,4.92,99.2,232.5
2019-01-16 04,4.53,99.2,236.0
2019-01-16 05,4.62,99.2,242.0
2019-01-16 06,4.72,99.2,254.5
2019-01-16 07,5.4,99.2,260.5
2019-01-16 08,5.7,99.0,267.0
2019-01-16 09,7.47,97.58,286.0
2019-01-16 10,11.0,83.55,295.0
2019-01-16 11,14.55,62.43,253.5
2019-01-16 12,17.12,48.02,211.0
2019-01-16 13,18.1,44.22,202.0
2019-01-16 14,19.7,40.93,208.5
2019-01-16 15,19.57,40.55,204.0
2019-01-16 16,18.75,44.85,181.5
2019-01-16 17,17.75,45.3,160.0
2019-01-16 18,14.9,54.25,141.5
2019-01-16 19,11.82,75.5,143.5
2019-01-16 20,10.0,84.88,186.5
2019-01-16 21,8.1,93.65,225.5
2019-01-16 22,7.6,97.82,259.0
2019-01-16 23,7.6,98.25,295.0
2019-01-17 00,8.15,96.75,309.0
2019-01-17 01,7.4,98.68,317.0
2019-01-17 02,6.65,99.2,316.5
2019-01-17 03,6.15,99.2,325.5
2019-01-17 04,5.8,99.2,337.0
2019-01-17 05,5.28,99.2,367.5
2019-01-17 06,4.62,99.2,419.5
2019-01-17 07,4.28,99.2,430.0
2019-01-17 08,4.25,99.2,438.0
2019-01-17 09,7.1,99.05,465.0
2019-01-17 10,13.53,71.75,479.0
2019-01-17 11,17.4,51.4,426.0
2019-01-17 12,20.27,40.3,340.5
2019-01-17 13,21.55,35.95,322.5
2019-01-17 14,21.98,33.62,276.5
2019-01-17 15,22.05,35.58,222.5
2019-01-17 16,21.25,40.98,242.0
2019-01-17 17,20.03,43.48,243.5
2019-01-17 18,17.28,58.9,265.5
2019-01-17 19,14.67,72.38,368.0
2019-01-17 20,13.6,78.7,378.0
2019-01-17 21,13.53,76.28,383.5
2019-01-17 22,9.77,93.25,397.0
2019-01-17 23,8.62,96.28,366.0
2019-01-18 00,7.85,98.6,361.0
2019-01-18 01,7.17,99.2,335.5
2019-01-18 02,6.35,99.2,310.0
2019-01-18 03,5.6,99.2,286.5
2019-01-18 04,4.93,99.2,278.0
2019-01-18 05,4.7,99.2,277.5
2019-01-18 06,5.3,99.2,278.0
2019-01-18 07,5.35,99.2,281.0
2019-01-18 08,2.9,99.2,273.5
2019-01-18 09,5.62,99.2,219.5
2019-01-18 10,10.9,93.9,210.0
2019-01-18 11,15.5,65.8,283.0
2019-01-18 12,18.75,51.1,314.5
2019-01-18 13,20.38,41.4,236.0
2019-01-18 14,20.73,40.9,197.5
2019-01-18 15,21.07,40.5,228.0
2019-01-18 16,20.43,40.83,172.5
2019-01-18 17,19.52,45.85,126.5
2019-01-18 18,16.9,56.58,159.5
2019-01-18 19,12.53,80.22,197.0
2019-01-18 20,10.65,88.58,210.0
2019-01-18 21,9.38,92.8,235.0
2019-01-18 22,8.72,96.02,289.0
2019-01-18 23,7.87,98.12,333.0
2019-01-19 00,7.3,99.18,359.0
2019-01-19 01,7.0,99.2,359.0
2019-01-19 02,6.7,99.2,356.5
2019-01-19 03,6.4,99.2,352.0
2019-01-19 04,6.38,99.2,342.5
2019-01-19 05,6.32,99.2,311.5
2019-01-19 06,5.77,99.2,272.0
2019-01-19 07,5.48,99.2,269.0
2019-01-19 08,5.72,99.2,277.0
2019-01-19 09,9.0,98.88,291.0
2019-01-19 10,15.28,70.92,287.5
2019-01-19 11,18.42,56.9,283.5
2019-01-19 12,21.88,38.78,259.0
2019-01-19 13,24.48,26.48,197.0
2019-01-19 14,25.27,22.77,135.0
2019-01-19 15,25.57,22.65,94.0
2019-01-19 16,24.67,25.95,88.0
2019-01-19 17,23.25,31.9,102.5
2019-01-19 18,18.55,53.7,159.5
2019-01-19 19,14.35,72.08,163.0
2019-01-19 20,12.28,81.9,130.5
2019-01-19 21,11.22,86.3,174.0
2019-01-19 22,10.65,89.6,235.0
2019-01-19 23,9.98,90.6,283.5
2019-01-20 00,9.55,92.53,297.5
2019-01-20 01,10.18,91.35,295.0
2019-01-20 02,9.6,94.6,294.5
2019-01-20 03,8.98,96.43,295.0
2019-01-20 04,8.88,97.45,333.0
2019-01-20 05,8.77,96.7,358.0
2019-01-20 06,7.97,98.28,322.0
2019-01-20 07,7.78,99.1,276.5
2019-01-20 08,8.68,97.2,266.0
2019-01-20 09,13.4,85.75,307.0
2019-01-20 10,18.5,61.93,377.0
2019-01-20 11,21.25,52.12,363.5
2019-01-20 12,25.73,37.25,267.0
2019-01-20 13,27.85,28.55,186.0
2019-01-20 14,28.35,26.48,128.0
2019-01-20 15,28.22,26.45,94.0
2019-01-20 16,27.7,27.67,80.0
2019-01-20 17,25.62,33.95,76.0
2019-01-20 18,21.2,56.08,105.5
2019-01-20 19,17.1,73.53,104.0
2019-01-20 20,15.68,78.15,81.0
2019-01-20 21,15.05,85.2,116.0
2019-01-20 22,14.53,90.18,167.5
2019-01-20 23,14.0,92.67,188.5
2019-01-21 00,13.4,94.47,177.0
2019-01-21 01,13.5,95.15,168.5
2019-01-21 02,13.35,95.6,177.5
2019-01-21 03,14.12,95.45,199.0
2019-01-21 04,13.72,96.1,210.0
2019-01-21 05,13.38,98.9,209.5
2019-01-21 06,12.88,99.18,203.0
2019-01-21 07,13.57,91.05,183.0
2019-01-21 08,14.45,85.6,173.0
2019-01-21 09,15.7,79.07,195.0
2019-01-21 10,17.4,70.55,208.5
2019-01-21 11,19.6,58.67,188.0
2019-01-21 12,21.82,49.92,145.5
2019-01-21 13,20.93,52.6,111.0
2019-01-21 14,19.55,63.27,104.0
2019-01-21 15,18.93,69.7,99.0
2019-01-21 16,17.43,79.7,83.5
2019-01-21 17,16.82,84.5,77.5
2019-01-21 18,17.2,77.15,70.0
2019-01-21 19,16.85,74.15,55.0
2019-01-21 20,17.1,66.48,43.0
2019-01-21 21,16.95,67.12,36.5
2019-01-21 22,16.18,79.53,46.5
2019-01-21 23,14.82,89.25,49.0
2019-01-22 00,14.62,89.85,50.0
2019-01-22 01,14.7,90.18,55.0
2019-01-22 02,14.35,94.25,56.0
2019-01-22 03,13.85,97.93,51.5
2019-01-22 04,14.07,93.65,32.0
2019-01-22 05,13.85,96.5,21.0
2019-01-22 06,13.98,94.12,16.0
2019-01-22 07,13.75,96.48,12.5
2019-01-22 08,13.72,98.17,18.5
2019-01-22 09,13.82,99.2,35.0
2019-01-22 10,13.95,99.2,48.0
2019-01-22 11,15.45,97.1,39.5
2019-01-22 12,17.27,84.9,41.5
2019-01-22 13,18.02,79.88,55.5
2019-01-22 14,17.65,81.33,58.5
2019-01-22 15,18.25,79.3,59.0
2019-01-22 16,17.45,83.22,63.0
2019-01-22 17,17.2,85.0,65.0
2019-01-22 18,16.48,90.65,69.0
2019-01-22 19,15.45,96.67,71.0
2019-01-22 20,14.4,97.17,62.5
2019-01-22 21,13.2,97.88,56.0
2019-01-22 22,12.62,95.38,56.0
2019-01-22 23,12.32,95.17,48.5
2019-01-23 00,11.25,98.0,60.0
2019-01-23 01,10.45,99.2,70.5
2019-01-23 02,9.83,99.2,57.5
2019-01-23 03,9.02,99.2,54.0
2019-01-23 04,8.72,99.2,57.0
2019-01-23 05,9.17,99.2,59.5
2019-01-23 06,8.85,99.2,73.0
2019-01-23 07,8.32,99.2,80.0
2019-01-23 08,8.47,99.2,82.0
2019-01-23 09,11.17,99.2,105.5
2019-01-23 10,14.38,90.35,150.0
2019-01-23 11,15.98,79.17,187.0
2019-01-23 12,17.05,73.4,221.0
2019-01-23 13,18.08,69.9,240.5
2019-01-23 14,19.17,65.92,242.0
2019-01-23 15,19.6,64.17,221.5
2019-01-23 16,19.45,67.62,179.0
2019-01-23 17,18.77,73.72,167.5
2019-01-23 18,17.6,79.88,182.5
2019-01-23 19,16.67,86.25,231.0
2019-01-23 20,13.93,95.93,274.0
2019-01-23 21,12.55,99.2,242.0
2019-01-23 22,11.93,99.2,217.0
2019-01-23 23,11.0,99.2,242.5
2019-01-24 00,10.45,99.2,258.0
2019-01-24 01,11.38,99.2,272.5
2019-01-24 02,11.27,99.2,242.0
2019-01-24 03,11.22,96.53,170.5
2019-01-24 04,12.38,82.2,111.0
2019-01-24 05,12.25,88.17,90.5
2019-01-24 06,11.68,92.75,101.5
2019-01-24 07,11.53,93.75,126.5
2019-01-24 08,10.77,98.62,147.0
2019-01-24 09,13.4,94.23,147.0
2019-01-24 10,16.03,81.38,158.0
2019-01-24 11,17.58,74.67,166.0
2019-01-24 12,19.1,64.33,122.0
2019-01-24 13,19.65,57.65,123.0
2019-01-24 14,20.43,51.4,108.0
2019-01-24 15,19.25,52.08,77.0
2019-01-24 16,17.93,77.0,67.5
2019-01-24 17,16.32,84.85,94.5
2019-01-24 18,16.35,74.12,90.0
2019-01-24 19,16.5,81.25,112.5
2019-01-24 20,15.82,79.58,126.0
2019-01-24 21,15.15,80.95,93.0
2019-01-24 22,15.2,75.85,113.5
2019-01-24 23,14.5,79.5,108.0
2019-01-25 00,13.82,81.85,82.5
2019-01-25 01,12.77,92.65,72.5
2019-01-25 02,12.23,95.67,61.5
2019-01-25 03,12.78,86.33,47.0
2019-01-25 04,12.77,80.12,38.5
2019-01-25 05,12.03,84.12,44.5
2019-01-25 06,12.05,85.62,50.0
2019-01-25 07,11.57,89.9,64.0
2019-01-25 08,11.88,90.75,88.5
2019-01-25 09,12.93,86.27,104.0
2019-01-25 10,14.88,74.58,118.0
2019-01-25 11,16.0,67.95,131.5
2019-01-25 12,16.6,65.62,134.5
2019-01-25 13,17.65,62.48,122.0
2019-01-25 14,18.9,57.22,112.5
2019-01-25 15,19.25,51.23,114.0
2019-01-25 16,18.73,49.72,89.5
2019-01-25 17,17.6,58.83,74.5
2019-01-25 18,16.07,66.35,102.0
2019-01-25 19,15.07,71.6,141.5
2019-01-25 20,14.03,73.32,161.0
2019-01-25 21,13.32,77.33,171.0
2019-01-25 22,13.0,76.55,181.0
2019-01-25 23,12.78,75.65,167.5
2019-01-26 00,12.15,76.65,138.5
2019-01-26 01,11.28,81.43,118.5
2019-01-26 02,10.75,84.9,129.5
2019-01-26 03,10.7,82.47,130.0
2019-01-26 04,10.15,82.15,138.0
2019-01-26 05,9.75,83.33,161.0
2019-01-26 06,9.23,84.58,168.5
2019-01-26 07,8.93,84.82,184.0
2019-01-26 08,8.62,87.1,197.5
2019-01-26 09,11.75,69.42,204.5
2019-01-26 10,13.45,58.45,206.0
2019-01-26 11,14.88,54.35,188.5
2019-01-26 12,17.62,46.85,129.75
2019-01-26 13,19.18,36.1,99.75
2019-01-26 14,19.23,32.4,59.75
2019-01-26 15,19.4,32.9,40.25
2019-01-26 16,18.62,35.0,39.0
2019-01-26 17,17.45,38.67,43.0
2019-01-26 18,16.02,44.38,51.5
2019-01-26 19,14.85,51.33,81.5
2019-01-26 20,14.2,54.1,127.25
2019-01-26 21,13.2,59.85,157.75
2019-01-26 22,12.5,63.45,193.25
2019-01-26 23,11.7,67.95,168.75
2019-01-27 00,11.2,70.53,171.0
2019-01-27 01,10.35,75.62,163.5
2019-01-27 02,10.07,77.33,176.25
2019-01-27 03,9.72,78.15,205.25
2019-01-27 04,9.35,79.05,209.25
2019-01-27 05,8.73,82.4,177.75
2019-01-27 06,6.58,92.18,158.0
2019-01-27 07,8.1,87.53,147.75
2019-01-27 08,8.88,82.1,162.5
2019-01-27 09,10.18,75.42,197.25
2019-01-27 10,11.25,70.05,217.5
2019-01-27 11,13.7,59.28,225.0
2019-01-27 12,14.88,54.95,212.25
2019-01-27 13,15.95,46.45,142.0
2019-01-27 14,16.98,38.8,114.75
2019-01-27 15,17.93,36.17,71.25
2019-01-27 16,17.15,46.53,61.75
2019-01-27 17,16.5,45.33,95.75
2019-01-27 18,15.12,48.38,98.75
2019-01-27 19,14.05,53.12,109.25
2019-01-27 20,13.2,54.05,163.75
2019-01-27 21,12.57,56.6,172.0
2019-01-27 22,12.25,56.25,190.25
2019-01-27 23,11.65,59.58,181.75
2019-01-28 00,10.88,64.55,158.5
2019-01-28 01,10.23,68.58,142.0
2019-01-28 02,9.93,70.1,133.0
2019-01-28 03,9.88,67.67,126.5
2019-01-28 04,9.18,74.25,114.0
2019-01-28 05,9.1,75.83,141.75
2019-01-28 06,8.73,77.4,165.75
2019-01-28 07,8.55,76.92,180.0
2019-01-28 08,9.0,72.78,196.5
2019-01-28 09,10.65,65.12,223.75
2019-01-28 10,12.62,56.6,230.25
2019-01-28 11,14.98,48.45,191.0
2019-01-28 12,17.62,38.9,159.0
2019-01-28 13,19.15,30.7,104.25
2019-01-28 14,19.5,29.68,78.25
2019-01-28 15,19.27,30.4,59.75
2019-01-28 16,18.38,32.55,56.75
