timestamp,Temperature,Humidity,PM2.5
2019-01-14 02,11.1,84.97,77.5
2019-01-14 03,10.53,80.42,77.25
2019-01-14 04,8.85,82.85,72.0
2019-01-14 05,8.35,80.58,68.75
2019-01-14 06,7.62,81.03,62.5
2019-01-14 07,6.55,86.08,80.5
2019-01-14 08,7.2,80.33,113.75
2019-01-14 09,10.8,64.33,155.0
2019-01-14 10,13.97,49.3,167.0
2019-01-14 11,16.6,38.25,113.75
2019-01-14 12,18.6,32.17,84.0
2019-01-14 13,19.43,30.12,66.5
2019-01-14 14,20.23,29.08,57.5
2019-01-14 15,20.5,28.6,53.0
2019-01-14 16,19.62,31.75,55.0
2019-01-14 17,17.05,39.15,57.75
2019-01-14 18,13.68,50.6,53.0
2019-01-14 19,11.38,61.2,73.5
2019-01-14 20,9.72,72.62,98.5
2019-01-14 21,8.93,77.3,129.75
2019-01-14 22,8.52,78.35,146.25
2019-01-14 23,8.18,78.32,143.75
2019-01-15 00,7.58,80.62,138.0
2019-01-15 01,7.22,81.8,121.25
2019-01-15 02,7.1,82.2,117.25
2019-01-15 03,7.1,82.02,113.25
2019-01-15 04,6.62,83.67,98.25
2019-01-15 05,6.12,86.4,125.75
2019-01-15 06,5.85,87.3,130.25
2019-01-15 07,5.8,87.17,119.0
2019-01-15 08,6.03,87.55,159.5
2019-01-15 09,8.15,78.35,170.5
2019-01-15 10,11.2,63.93,177.5
2019-01-15 11,13.53,55.27,166.5
2019-01-15 12,15.95,45.55,156.5
2019-01-15 13,18.15,37.27,124.5
2019-01-15 14,18.27,35.6,81.0
2019-01-15 15,17.2,40.75,68.0
2019-01-15 16,16.9,43.52,76.5
2019-01-15 17,15.4,48.05,77.0
2019-01-15 18,12.7,58.75,80.5
2019-01-15 19,10.45,71.12,104.0
2019-01-15 20,9.3,79.67,142.5
2019-01-15 21,8.73,82.55,189.5
2019-01-15 22,8.32,84.92,210.0
2019-01-15 23,8.05,86.6,242.0
2019-01-16 00,7.53,89.38,292.5
2019-01-16 01,7.28,91.62,305.0
2019-01-16 02,6.95,92.45,315.5
2019-01-16 03,6.17,94.53,322.0
2019-01-16 04,5.62,96.07,315.5
2019-01-16 05,6.2,97.15,303.5
2019-01-16 06,6.78,95.68,312.5
2019-01-16 07,6.12,94.32,335.5
2019-01-16 08,6.05,96.3,345.5
2019-01-16 09,9.55,88.92,352.5
2019-01-16 10,14.0,61.7,331.5
2019-01-16 11,16.38,48.95,232.0
2019-01-16 12,16.98,46.92,164.5
2019-01-16 13,18.75,35.53,160.5
2019-01-16 14,19.73,27.45,156.5
2019-01-16 15,19.65,30.42,185.0
2019-01-16 16,19.02,34.47,212.5
2019-01-16 17,17.88,40.35,221.0
2019-01-16 18,16.23,43.45,216.0
2019-01-16 19,13.53,54.47,206.5
2019-01-16 20,11.82,63.7,253.0
2019-01-16 21,10.62,69.75,316.5
2019-01-16 22,9.95,73.55,385.5
2019-01-16 23,8.82,79.47,454.0
2019-01-17 00,8.95,80.18,488.0
2019-01-17 01,8.0,84.22,505.0
2019-01-17 02,8.5,84.8,527.5
2019-01-17 03,9.78,71.95,470.0
2019-01-17 04,6.62,87.55,390.5
2019-01-17 05,5.6,93.8,365.0
2019-01-17 06,5.3,95.08,350.5
2019-01-17 07,4.93,95.95,360.5
2019-01-17 08,5.1,96.47,347.0
2019-01-17 09,8.75,88.6,371.5
2019-01-17 10,14.93,55.3,390.0
2019-01-17 11,18.7,40.38,336.5
2019-01-17 12,20.38,37.1,270.0
2019-01-17 13,21.3,39.02,253.5
2019-01-17 14,21.68,38.17,278.5
2019-01-17 15,21.82,34.55,241.0
2019-01-17 16,21.35,39.72,174.0
2019-01-17 17,19.07,50.12,173.0
2019-01-17 18,15.35,67.02,186.0
2019-01-17 19,13.53,76.0,206.0
2019-01-17 20,14.17,72.17,271.0
2019-01-17 21,12.97,77.2,336.0
2019-01-17 22,13.28,72.88,323.5
2019-01-17 23,11.73,80.35,284.0
2019-01-18 00,10.28,88.25,261.5
2019-01-18 01,10.23,86.08,231.0
2019-01-18 02,9.85,86.6,217.5
2019-01-18 03,8.45,92.8,213.5
2019-01-18 04,6.85,95.78,216.0
2019-01-18 05,6.62,97.12,220.0
2019-01-18 06,6.17,97.2,236.5
2019-01-18 07,5.72,97.18,246.0
2019-01-18 08,5.85,97.2,190.0
2019-01-18 09,6.7,97.2,149.0
2019-01-18 10,8.12,97.2,160.0
2019-01-18 11,11.48,91.97,191.5
2019-01-18 12,15.88,66.97,239.0
2019-01-18 13,18.85,55.58,246.0
2019-01-18 14,21.02,42.75,216.0
2019-01-18 15,21.52,41.8,189.5
2019-01-18 16,20.6,46.9,167.5
2019-01-18 17,18.45,57.32,167.5
2019-01-18 18,14.75,76.67,181.0
2019-01-18 19,12.5,86.7,203.5
2019-01-18 20,11.38,90.77,244.5
2019-01-18 21,10.97,90.68,275.5
2019-01-18 22,10.7,89.9,284.0
2019-01-18 23,10.38,88.4,277.5
2019-01-19 00,9.3,91.67,273.5
2019-01-19 01,8.98,92.95,273.5
2019-01-19 02,8.7,94.22,256.0
2019-01-19 03,8.2,95.28,237.0
2019-01-19 04,7.82,96.68,236.5
2019-01-19 05,7.25,97.18,255.5
2019-01-19 06,7.12,97.2,299.5
2019-01-19 07,7.15,97.2,346.5
2019-01-19 08,7.57,97.2,319.0
2019-01-19 09,10.57,96.68,280.0
2019-01-19 10,15.93,68.38,293.5
2019-01-19 11,19.85,50.0,274.0
2019-01-19 12,22.95,31.53,197.5
2019-01-19 13,25.05,25.77,118.5
2019-01-19 14,24.82,27.08,98.5
2019-01-19 15,24.57,28.73,110.0
2019-01-19 16,24.4,27.58,111.5
2019-01-19 17,21.75,34.12,95.0
2019-01-19 18,16.93,53.25,83.0
2019-01-19 19,14.35,66.2,108.0
2019-01-19 20,13.22,75.55,231.5
2019-01-19 21,12.28,82.38,355.5
2019-01-19 22,11.48,86.5,393.5
2019-01-19 23,10.88,89.12,446.5
2019-01-20 00,10.22,89.92,474.0
2019-01-20 01,11.4,85.45,416.0
2019-01-20 02,11.1,86.57,370.0
2019-01-20 03,10.5,91.62,366.0
2019-01-20 04,10.2,92.62,340.0
2019-01-20 05,10.38,90.12,301.0
2019-01-20 06,9.62,89.65,280.0
2019-01-20 07,9.07,94.5,300.0
2019-01-20 08,10.07,93.85,355.5
2019-01-20 09,14.05,75.9,397.5
2019-01-20 10,16.9,64.72,397.0
2019-01-20 11,22.23,42.38,383.0
2019-01-20 12,25.52,33.48,272.0
2019-01-20 13,26.65,27.85,181.0
2019-01-20 14,28.08,24.07,181.0
2019-01-20 15,28.57,24.68,144.5
2019-01-20 16,27.45,28.05,106.5
2019-01-20 17,25.38,34.15,86.5
2019-01-20 18,20.12,51.58,81.5
2019-01-20 19,17.65,63.0,98.5
2019-01-20 20,17.45,68.35,206.0
2019-01-20 21,17.5,69.72,300.5
2019-01-20 22,16.8,74.52,309.0
2019-01-20 23,15.7,81.4,306.5
2019-01-21 00,15.72,83.93,309.0
2019-01-21 01,15.8,85.53,349.5
2019-01-21 02,16.05,81.3,374.5
2019-01-21 03,15.27,84.4,365.5
2019-01-21 04,14.78,86.92,353.5
2019-01-21 05,14.7,87.33,327.5
2019-01-21 06,14.7,86.15,301.5
2019-01-21 07,14.12,87.18,276.0
2019-01-21 08,14.18,86.17,247.0
2019-01-21 09,15.25,80.85,220.0
2019-01-21 10,17.05,72.0,208.5
2019-01-21 11,19.55,60.15,214.0
2019-01-21 12,22.02,47.78,187.5
2019-01-21 13,22.5,44.7,145.5
2019-01-21 14,20.85,51.15,119.5
2019-01-21 15,20.08,57.05,111.5
2019-01-21 16,19.15,60.33,93.5
2019-01-21 17,18.57,65.12,80.5
2019-01-21 18,17.68,69.97,91.0
2019-01-21 19,16.7,74.33,81.5
2019-01-21 20,16.08,74.97,65.5
2019-01-21 21,15.8,72.9,50.0
2019-01-21 22,15.3,77.95,41.5
2019-01-21 23,14.3,88.6,41.5
2019-01-22 00,14.4,87.78,43.5
2019-01-22 01,14.57,87.38,50.0
2019-01-22 02,14.68,86.83,50.0
2019-01-22 03,14.32,91.4,47.5
2019-01-22 04,14.12,89.72,37.0
2019-01-22 05,14.32,84.5,13.5
2019-01-22 06,13.7,88.8,3.0
2019-01-22 07,13.47,90.95,5.5
2019-01-22 08,13.67,92.22,26.0
2019-01-22 09,13.2,95.6,43.0
2019-01-22 10,13.45,96.85,36.5
2019-01-22 11,14.53,96.67,37.5
2019-01-22 12,16.98,83.07,45.0
2019-01-22 13,17.25,79.28,47.0
2019-01-22 14,17.35,76.92,52.0
2019-01-22 15,16.88,81.57,54.5
2019-01-22 16,17.3,82.75,62.5
2019-01-22 17,16.88,83.07,66.5
2019-01-22 18,15.97,86.15,59.0
2019-01-22 19,14.8,89.75,60.0
2019-01-22 20,13.22,92.95,59.0
2019-01-22 21,12.57,93.82,51.5
2019-01-22 22,12.25,92.9,52.0
2019-01-22 23,11.92,92.17,69.5
2019-01-23 00,11.2,94.0,72.5
2019-01-23 01,10.2,96.88,54.0
2019-01-23 02,9.43,97.2,48.5
2019-01-23 03,9.07,97.2,48.5
2019-01-23 04,8.93,97.2,51.0
2019-01-23 05,8.73,97.2,56.5
2019-01-23 06,8.07,97.2,63.0
2019-01-23 07,7.95,97.2,60.5
2019-01-23 08,8.62,97.2,63.0
2019-01-23 09,10.93,97.2,95.5
2019-01-23 10,13.05,96.07,150.5
2019-01-23 11,15.18,80.1,250.0
2019-01-23 12,17.02,74.25,272.5
2019-01-23 13,18.85,68.98,191.0
2019-01-23 14,20.35,59.7,138.0
2019-01-23 15,20.77,46.98,113.0
2019-01-23 16,20.7,46.33,94.25
2019-01-23 17,19.2,50.65,66.25
2019-01-23 18,15.88,70.4,60.25
2019-01-23 19,14.05,83.03,65.0
2019-01-23 20,13.92,85.35,93.75
2019-01-23 21,13.43,89.32,130.75
2019-01-23 22,12.57,93.18,172.75
2019-01-23 23,13.78,84.05,172.0
2019-01-24 00,13.33,84.97,162.75
2019-01-24 01,12.55,88.28,169.25
2019-01-24 02,13.2,78.32,178.0
2019-01-24 03,13.22,72.9,135.5
2019-01-24 04,12.75,73.08,129.0
2019-01-24 05,12.4,74.85,136.75
2019-01-24 06,11.75,81.1,128.75
2019-01-24 07,11.9,85.12,144.0
2019-01-24 08,12.35,88.18,148.5
2019-01-24 09,13.75,84.25,154.25
2019-01-24 10,16.27,75.95,155.0
2019-01-24 11,18.8,67.47,140.25
2019-01-24 12,20.12,60.45,117.5
2019-01-24 13,21.1,50.92,94.0
2019-01-24 14,20.55,48.88,71.25
2019-01-24 15,21.0,45.02,66.5
2019-01-24 16,20.45,44.1,65.75
2019-01-24 17,18.98,58.9,61.75
2019-01-24 18,17.77,70.1,81.5
2019-01-24 19,16.65,70.33,116.5
2019-01-24 20,15.35,75.15,105.5
2019-01-24 21,14.68,77.08,68.5
2019-01-24 22,14.85,71.15,67.25
2019-01-24 23,13.88,75.68,59.0
2019-01-25 00,12.82,83.8,58.0
2019-01-25 01,12.97,81.5,54.25
2019-01-25 02,12.03,90.33,47.25
2019-01-25 03,12.5,83.78,35.25
2019-01-25 04,12.65,79.12,44.0
2019-01-25 05,12.53,80.28,53.0
2019-01-25 06,12.35,81.55,64.5
2019-01-25 07,11.85,85.42,70.0
2019-01-25 08,11.2,91.6,61.75
2019-01-25 09,11.8,90.3,56.75
2019-01-25 10,13.75,78.02,83.0
2019-01-25 11,15.92,65.47,137.5
2019-01-25 12,17.17,61.25,109.0
2019-01-25 13,17.12,62.97,100.25
2019-01-25 14,18.25,57.9,99.5
2019-01-25 15,19.25,51.7,88.25
2019-01-25 16,18.75,51.75,62.25
2019-01-25 17,16.85,59.45,42.75
2019-01-25 18,14.68,69.88,43.0
2019-01-25 19,13.07,77.92,75.0
2019-01-25 20,13.28,74.15,109.0
2019-01-25 21,12.93,74.22,120.5
2019-01-25 22,11.45,80.1,140.0
2019-01-25 23,11.73,76.35,117.25
2019-01-26 00,10.45,81.2,104.0
2019-01-26 01,8.53,91.55,105.75
2019-01-26 02,8.25,92.88,100.0
2019-01-26 03,7.7,93.53,93.0
2019-01-26 04,7.6,93.05,91.25
2019-01-26 05,7.1,91.55,92.75
2019-01-26 06,6.1,95.18,93.0
2019-01-26 07,5.58,96.82,115.0
2019-01-26 08,5.95,97.18,130.0
2019-01-26 09,9.52,85.85,160.5
2019-01-26 10,13.62,61.4,137.0
2019-01-26 11,16.2,49.27,105.75
2019-01-26 12,17.77,44.12,73.25
2019-01-26 13,18.82,37.4,65.0
2019-01-26 14,19.68,31.7,51.0
2019-01-26 15,20.07,29.9,34.75
2019-01-26 16,19.12,30.55,30.0
2019-01-26 17,17.08,40.18,28.5
2019-01-26 18,14.02,56.08,39.5
2019-01-26 19,11.68,67.38,66.5
2019-01-26 20,10.6,74.17,97.0
2019-01-26 21,9.73,77.95,131.0
2019-01-26 22,9.2,80.55,162.5
2019-01-26 23,8.25,83.7,169.75
2019-01-27 00,7.7,87.85,184.5
2019-01-27 01,7.35,89.3,202.25
2019-01-27 02,6.83,91.35,191.5
2019-01-27 03,6.4,92.67,175.0
2019-01-27 04,5.9,93.02,168.0
2019-01-27 05,5.4,94.22,144.75
2019-01-27 06,5.0,95.7,145.75
2019-01-27 07,4.88,96.7,173.75
2019-01-27 08,5.3,97.05,191.5
2019-01-27 09,8.0,89.9,192.5
2019-01-27 10,11.78,71.47,169.25
2019-01-27 11,15.15,51.8,170.75
2019-01-27 12,15.88,45.38,120.75
2019-01-27 13,16.57,37.85,92.75
2019-01-27 14,17.3,36.5,68.5
2019-01-27 15,18.15,40.08,57.0
2019-01-27 16,17.85,37.05,68.75
2019-01-27 17,16.27,37.7,56.75
2019-01-27 18,13.17,50.15,54.25
2019-01-27 19,10.43,66.35,75.25
2019-01-27 20,9.72,71.92,120.0
2019-01-27 21,8.93,76.83,178.75
2019-01-27 22,8.38,76.28,174.5
2019-01-27 23,7.65,79.08,164.75
2019-01-28 00,7.33,81.65,138.75
2019-01-28 01,6.47,84.55,136.25
2019-01-28 02,6.07,87.25,140.75
2019-01-28 03,5.95,87.58,140.75
2019-01-28 04,5.92,86.8,134.0
2019-01-28 05,5.55,90.8,134.5
2019-01-28 06,5.18,92.95,143.75
2019-01-28 07,4.72,94.28,168.75
2019-01-28 08,5.05,93.88,179.0
2019-01-28 09,9.48,74.28,193.75
2019-01-28 10,13.73,57.3,192.25
2019-01-28 11,16.43,44.8,174.25
2019-01-28 12,18.0,37.17,118.25
2019-01-28 13,19.4,29.85,86.0
2019-01-28 14,19.7,25.7,62.25
2019-01-28 15,19.65,27.65,45.25
2019-01-28 16,18.92,31.48,48.5
